id,name,type,url,hostname,featured,path,category,subcategory,description,reporter,ip,severity,statusCode,status,updated,address
107f07,crypto-generat.ml,scam,http://crypto-generat.ml,crypto-generat.ml,0,/*,Scamming,Trust-Trading,Trust trading scam site - fake web miner,CryptoScamDB,,1,,,1591548543093,XmyWpifN4ALwmrDLWsXa6dYo9aGYApK6Gs
9833a2,dexcompetition.site,scam,http://dexcompetition.site,dexcompetition.site,0,/*,Scamming,Trust-Trading,Trust trading scam site,CryptoScamDB,,1,,,1591552144551,XrE5MMmXD1ShEKh9jBbhEiTGCLg2BLsd5r
