0x05f51aab068caa6ab7eeb672f88c180f67f17ec7,ABCC,525.74949369 Ether,"58,585"
0x2ddd202174a72514ed522e77972b461b03155525,Alcumex Exchange,0.09090516 Ether,532
0xf0c80fb9fb22bef8269cb6feb9a51130288a671f,Artis Turba Exchange 1,0.18899587 Ether,"3,728"
0x94597850916a49b3b152ee374e97260b99249f5b,Artis Turba Exchange 2,2.05412792 Ether,226
0x4df5f3610e2471095a130d7d934d551f3dde01ed,ATAIX,7.0020419 Ether,"4,517"
0xadb72986ead16bdbc99208086bd431c1aa38938e,Beaxy,0.27354997 Ether,"1,204"
0x7a10ec7d68a048bdae36a70e93532d31423170fa,Bgogo 1,13.40281201 Ether,"22,549"
0xce1bf8e51f8b39e51c6184e059786d1c0eaf360f,Bgogo 2,0.2520344 Ether,"7,734"
0xf73c3c65bde10bf26c2e1763104e609a41702efe,Bibox,"1,348.26787495 Ether","682,125"
0x0bb5de248dbbd31ee6c402c3c4a70293024acf74,Bidesk 2,19.83792055 Ether,"35,056"
0xed5cdb0d02152046e6f234ad578613831b9184d4,Bidesk 3,0.53619197 Ether,"44,103"
0xa30d8157911ef23c46c0eb71889efe6a648a41f7,BigONE,761.2941501 Ether,"117,669"
0x6eff3372fa352b239bb24ff91b423a572347000d,BIKI.com 1,297.90707657 Ether,"34,244"
0xf7793d27a1b76cdf14db7c83e82c772cf7c92910,Bilaxy 1,0.10018574 Ether,"197,247"
0xcce8d59affdd93be338fc77fa0a298c2cb65da59,Bilaxy 2,317.7979814 Ether,"20,983"
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,Binance 1,"104,714.65733027 Ether","11,524,573"
0xd551234ae421e3bcba99a0da6d736074f22192ff,Binance 2,"22,979.22122446 Ether","2,286,440"
0x564286362092d8e7936f0549571a803b203aaced,Binance 3,"17,631.69170163 Ether","2,211,201"
0x0681d8db095565fe8a346fa0277bffde9c0edbbf,Binance 4,"12,886.69384071 Ether","2,260,363"
0xfe9e8709d3215310075d67e3ed32a380ccf451c8,Binance 5,0.0927319 Ether,"13,398"
0x4e9ce36e442e55ecd9025b9a6e0d88485d628a67,Binance 6,0.10383631 Ether,395
0xbe0eb53f46cd790cd13851d5eff43d12404d33e8,Binance 7,"2,701,808.26277417 Ether",463
0xf977814e90da44bfa03b6295a0616a897441acec,Binance 8,"69,999.90350406 Ether","2,242"
0x001866ae5b3de6caa5a51543fd9fb64f524f5478,Binance 9,"1,113.13702678 Ether","3,807"
0xab83d182f3485cf1d6ccdd34c7cfef95b4c08da4,Binance JEX,884.28382999 Ether,"13,828"
0x4b729cf402cfcffd057e254924b32241aedc1795,Bit-Z,"2,233.69429524 Ether","201,365"
 0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,Bit2C,125.52943591 Ether,"3,648"
0x5d375281582791a38e0348915fa9cbc6139e9c2a,BitBlinx,22.24328678 Ether,"14,911"
0x28ebe764b8f9a853509840645216d3c2c0fd774b,BiteBTC,0.49763098 Ether,"14,527"
0x1151314c646ce4e0efd76d1af4760ae66a9fe30f,Bitfinex 1,9.9616274 Ether,"391,317"
0x742d35cc6634c0532925a3b844bc454e4438f44e,Bitfinex 2,"3,836,061.60712982 Ether","7,994"
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,Bitfinex 3,"12,818.26421713 Ether","1,548,163"
0xab7c74abc0c4d48d1bdad5dcb26153fc8780f83e,Bitfinex: MultiSig 1,"999,999.02470426 Ether",487
0xc6cde7c39eb2f0f0095f41570af89efc2c1ea828,Bitfinex: MultiSig 2,"17,007.41412363 Ether",992
0xdf5021a4c1401f1125cd347e394d977630e17cf7,BITFRONT,368.68075094 Ether,"3,294"
0x88d34944cf554e9cccf4a24292d891f620e9c94f,Bithumb 1,0 Ether,"133,163"
0x186549a4ae594fc1f70ba4cffdac714b405be3f9,Bithumb 10,0 Ether,11
0xd273bd546b11bd60214a2f9d71f22a088aafe31b,Bithumb 11,0 Ether,9
0x3052cd6bf951449a984fe4b5a38b46aef9455c8e,Bithumb 2,0.02023213 Ether,"207,790"
0x2140efd7ba31169c69dfff6cdc66c542f0211825,Bithumb 3,0 Ether,"109,472"
0xa0ff1e0f30b5dda2dc01e7e828290bc72b71e57d,Bithumb 4,0 Ether,22
0xc1da8f69e4881efe341600620268934ef01a3e63,Bithumb 5,0 Ether,"1,275"
0xb4460b75254ce0563bb68ec219208344c7ea838c,Bithumb 6,0.19415529 Ether,877
0x15878e87c685f866edfaf454be6dc06fa517b35b,Bithumb 7,0 Ether,"1,700"
0x31d03f07178bcd74f9099afebd23b0ae30184ab5,Bithumb 8,0 Ether,"1,315"
0xed48dc0628789c2956b1e41726d062a86ec45bff,Bithumb 9,0 Ether,"1,493"
0x3fbe1f8fc5ddb27d428aa60f661eaaab0d2000ce,Bithumb: Contract 1,16.59320371 Ether,"83,834"
0xe79eef9b9388a4ff70ed7ec5bccd5b928ebb8bd1,BitMart,0.199979 Ether,"167,120"
0x03bdf69b1322d623836afbd27679a1c0afa067e9,Bitmax 1,0.48843962 Ether,"150,808"
0x4b1a99467a284cc690e3237bc69105956816f762,Bitmax 2,493.61535967 Ether,"10,165"
0x986a2fca9eda0e06fbf7839b89bfc006ee2a23dd,Bitmax 3,"2,582.4028059 Ether","107,517"
0x00bdb5699745f5b860228c8f939abf1b9ae374ed,Bitstamp 1,66.30491082 Ether,"737,625"
0x1522900b6dafac587d499a862861c0869be6e428,Bitstamp 2,"41,861.2129061 Ether","737,699"
0x9a9bed3eb03e386d66f8a29dc67dc29bbb1ccb72,Bitstamp 3,"300,001.02 Ether",4
0x059799f2261d37b829c2850cee67b5b975432271,Bitstamp 4,"300,001.00007 Ether",10
0x4c766def136f59f6494f0969b1355882080cf8e0,Bitstamp 5,"175,997.38276793 Ether",5
0xc5b611f502a0dcf6c3188fd494061ae29b2baa4f,Bitstamp 6,"50,001.5 Ether",5
0x1b8a38ea02ceda9440e00c1aeba26ee2dc570423,BITStorage,0.60132446 Ether,377
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,Bittrex 1,"62,793.2058006 Ether","9,321,224"
0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,Bittrex 2,0 Ether,"1,651,813"
0x66f820a414680b5bcda5eeca5dea238543f42054,Bittrex 3,"775,000.57379629 Ether",67
0xaa90b4aae74cee41e004bc45e45a427406c4dcae,BitUN.io 1,0.59595341 Ether,"15,569"
0xf8d04a720520d0bcbc722b1d21ca194aa22699f2,BitUN.io 2,0.00097022 Ether,"48,351"
0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,Bity.com,278.1948044 Ether,"92,242"
0x00cdc153aa8894d08207719fe921fff964f28ba3,Bitzlato,"1,021.14290254 Ether","124,701"
0x007174732705604bbbf77038332dc52fd5a5000c,BlockTrades Exchange,49.27630683 Ether,"137,957"
0x1c00d840ccaa67c494109f46e55cfeb2d8562f5c,BTC-Alpha Exchange,0.00073491 Ether,426
0x73957709695e73fd175582105c44743cf0fb6f2f,Bw.com,0.01486057 Ether,"774,145"
0xd7c866d0d536937bf9123e02f7c052446588189f,C2CX: Hot Wallet,117.73788133 Ether,"6,469"
0x4dc98c79a52968a6c20ce9a7a08d5e8d1c2d5605,CamboChanger,0.02554322 Ether,460
0x88988d6ef12d7084e34814b9edafa01ae0d05082,CamboChanger 2,0.01050335 Ether,67
0x72bcfa6932feacd91cb2ea44b0731ed8ae04d0d3,Cashierest,988.89710054 Ether,"191,437"
0x7a56f645dcb513d0326cbaa048e9106ff6d4cd5f,Catex Exchange,243.02954413 Ether,"54,624"
0xfd648cc72f1b4e71cbdda7a0a91fe34d32abd656,ChainX,7.88160184 Ether,907
0x96fc4553a00c117c5b0bed950dd625d1c16dc894,Changelly,30.14988478 Ether,"390,041"
0x8958618332df62af93053cb9c535e26462c959b0,Cobinhood 1,5.30710566 Ether,"271,283"
0xb726da4fbdc3e4dbda97bb20998cf899b0e727e0,Cobinhood 2,0.12600316 Ether,"7,965"
0x9539e0b14021a43cde41d9d45dc34969be9c7cb0,Coinbene,0.1926415 Ether,"481,938"
0x33683b94334eebc9bd3ea85ddbda4a86fb461405,Coinbene: Cold Wallet,0.02154602 Ether,"31,721"
0xb6ba1931e4e74fd080587688f6db10e830f810d5,Coindelta,0 Ether,"74,780"
0xb9ee1e551f538a464e8f8c41e9904498505b49b0,Coinex,"5,182.55272005 Ether","229,934"
0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,CoinExchange.io,101.78607677 Ether,"971,609"
0xd4bddf5e3d0435d7a6214a0b949c7bb58621f37c,Coinhako,742.83102076 Ether,"7,822"
0xf2d4766ad705e3a5c9ba5b0436b473085f82f82f,Coinhako: Warm Wallet,"1,530.64084754 Ether","2,135"
0xa270f3ad1a7a82e6a3157f12a900f1e25bc4fbfd,CoinMetro Exchange,3.76341541 Ether,"1,823"
0x167a9333bf582556f35bd4d16a7e80e191aa6476,Coinone 1,"94,057.27203527 Ether","588,630"
0x1e2fcfd26d36183f1a5d90f0e6296915b02bcb40,Coinone 2,"280,000.98098317 Ether",17
0xd0808da05cc71a9f308d330bc9c5c81bbc26fc59,Coinswitch,184.72673283 Ether,"45,791"
0x0d6b5a54f940bf3d52e438cab785981aaefdf40c,COSS.io 1,2.47415066 Ether,"221,145"
0xd1560b3984b7481cd9a8f40435a53c860187174d,COSS.io 2,0.21397654 Ether,"32,760"
0x521db06bf657ed1d6c98553a70319a8ddbac75a3,CREX24,241.18854447 Ether,"230,894"
0x5baeac0a0417a05733884852aa068b706967e790,Cryptopia 1,0 Ether,"519,426"
0x2984581ece53a4390d1f568673cf693139c97049,Cryptopia 2,0.39078397 Ether,"356,515"
0xe17ee7b3c676701c66b395a35f0df4c2276a344e,DigiFinex,0.00429095 Ether,"52,061"
0x2101e480e22c953b37b9d0fe6551c1354fe705e6,DMEX,104.42118119 Ether,284
0xf1c525a488a848b58b95d79da48c21ce434290f7,Eidoo,1.11390308 Ether,"9,812"
0x8d76166c22658a144c0211d87abf152e6a2d9d95,Eterbase,"2,248.03291121 Ether","28,864"
0xd3808c5d48903be1490989f3fce2a2b3890e8eb6,Exchange A,0.54366781 Ether,"22,894"
0x1fd6267f0d86f62d88172b998390afee2a1f54b6,Exmo 1,256.24375551 Ether,"195,300"
0xd7b9a9b2f665849c4071ad5af77d8c76aa30fb32,Exmo 2,172.22978711 Ether,"1,618,066"
0x94fe3ad91dacba8ec4b82f56ff7c122181f1535d,Faa.st,2.0071642 Ether,"77,330"
0x915d7915f2b469bb654a7d903a5d4417cb8ea7df,FCoin,0 Ether,"480,742"
0x4e5b2e1dc63f6b91cb6cd759936495434c7e972f,FixedFloat,15.79748853 Ether,"34,321"
0x14301566b9669b672878d86ff0b1d18dd58054e9,Flata.Exchange,11.91569664 Ether,976
