0x05f51aab068caa6ab7eeb672f88c180f67f17ec7,ABCC,accounts,Exchange,536.43205723 Ether,58593
0x2ddd202174a72514ed522e77972b461b03155525,Alcumex Exchange,accounts,Exchange,0.06444049 Ether,536
0xf0c80fb9fb22bef8269cb6feb9a51130288a671f,Artis Turba Exchange 1,accounts,Exchange,0.11288156 Ether,3731
0x94597850916a49b3b152ee374e97260b99249f5b,Artis Turba Exchange 2,accounts,Exchange,1.49349792 Ether,227
0x4df5f3610e2471095a130d7d934d551f3dde01ed,ATAIX,accounts,Exchange,7.14342941 Ether,4523
0xadb72986ead16bdbc99208086bd431c1aa38938e,Beaxy,accounts,Exchange,0.26369922 Ether,1211
0x7a10ec7d68a048bdae36a70e93532d31423170fa,Bgogo 1,accounts,Exchange,13.40281201 Ether,22549
0xce1bf8e51f8b39e51c6184e059786d1c0eaf360f,Bgogo 2,accounts,Exchange,0.2520344 Ether,7734
0xf73c3c65bde10bf26c2e1763104e609a41702efe,Bibox,accounts,Exchange,"1,046.00723126 Ether",682378
0x0bb5de248dbbd31ee6c402c3c4a70293024acf74,Bidesk 2,accounts,Exchange,17.76011155 Ether,35183
0xed5cdb0d02152046e6f234ad578613831b9184d4,Bidesk 3,accounts,Exchange,0.53619197 Ether,44103
0xa30d8157911ef23c46c0eb71889efe6a648a41f7,BigONE,accounts,Exchange,761.2941501 Ether,117669
0x6eff3372fa352b239bb24ff91b423a572347000d,BIKI.com 1,accounts,Exchange,241.71075856 Ether,34592
0xf7793d27a1b76cdf14db7c83e82c772cf7c92910,Bilaxy 1,accounts,Exchange,0.10018574 Ether,197247
0xcce8d59affdd93be338fc77fa0a298c2cb65da59,Bilaxy 2,accounts,Exchange,136.64520348 Ether,21342
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,Binance 1,accounts,Exchange,"103,828.41024954 Ether",11531803
0xd551234ae421e3bcba99a0da6d736074f22192ff,Binance 2,accounts,Exchange,"18,334.67770744 Ether",2290866
0x564286362092d8e7936f0549571a803b203aaced,Binance 3,accounts,Exchange,"21,858.24175664 Ether",2215653
0x0681d8db095565fe8a346fa0277bffde9c0edbbf,Binance 4,accounts,Exchange,"14,214.30402079 Ether",2264839
0xfe9e8709d3215310075d67e3ed32a380ccf451c8,Binance 5,accounts,Exchange,0.0927319 Ether,13398
0x4e9ce36e442e55ecd9025b9a6e0d88485d628a67,Binance 6,accounts,Exchange,0.10383631 Ether,395
0xbe0eb53f46cd790cd13851d5eff43d12404d33e8,Binance 7,accounts,Exchange,"2,701,808.25854337 Ether",466
0xf977814e90da44bfa03b6295a0616a897441acec,Binance 8,accounts,Exchange,"69,999.89894364 Ether",2246
0x001866ae5b3de6caa5a51543fd9fb64f524f5478,Binance 9,accounts,Exchange,"1,113.13702678 Ether",3807
0xab83d182f3485cf1d6ccdd34c7cfef95b4c08da4,Binance JEX,accounts,Exchange,884.25156748 Ether,13837
0x4b729cf402cfcffd057e254924b32241aedc1795,Bit-Z,accounts,Exchange,"2,179.78553148 Ether",201391
 0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,Bit2C,accounts,Exchange,122.33795684 Ether,3655
0x5d375281582791a38e0348915fa9cbc6139e9c2a,BitBlinx,accounts,Exchange,34.6358829 Ether,14928
0x28ebe764b8f9a853509840645216d3c2c0fd774b,BiteBTC,accounts,Exchange,0.49763098 Ether,14527
0x1151314c646ce4e0efd76d1af4760ae66a9fe30f,Bitfinex 1,accounts,Exchange,9.9616274 Ether,391317
