0x0e57edba0fccb1e388926193c873120cab961fee,Bitpoint Hacker 1,accounts,Bitpoint Hack,0 Ether,7382
0x1503b6cb665fea9a128a56244df392e950593486,Bitpoint Hacker 2,accounts,Bitpoint Hack,0 Ether,5
0x148426fdc4c8a51b96b4bed827907b5fa6491ad0,bZx Exploiter 1,accounts,bZx Exploit,"1,193.69289949 Ether",79
 0x4f4e0f2cb72e718fc0433222768c57e823162152,bZx Exploiter 1: Contract,accounts,bZx Exploit,0 Ether,75
 0x296e3345e3da85181ff279dd36e6054d73da3717,bZx Exploiter 1: Deployer,accounts,bZx Exploit,0.87963571 Ether,4
 0xb8c6ad5fe7cb6cc72f2c4196dca11fbb272a8cbf,bZx Exploiter 2,accounts,bZx Exploit,18.00231364 Ether,11
0x360f85f0b74326cddff33a812b05353bc537747b,bZx Exploiter 2: Contract,accounts,bZx Exploit,0 Ether,10
0x6a164122d5cf7c840d26e829b46dcc4ed6c0ae48,CoinDash: Token Sale,accounts,Compromised,"13,000.46725884 Ether",2140
0x2f30ff3428d62748a1d993f2cc6c9b55df40b4d7,Compromised: Honeypot 1,accounts,Compromised,0 Ether,3
0x80e4f014c98320eab524ae16b0aaf1603f4dc01d,Compromised: Honeypot 2,accounts,Compromised,0.81352556 Ether,1329
0x31b9eb2bb4bd06b56132282c82d0437d77d2339e,Compromised: Honeypot 3,accounts,Compromised,0 Ether,7
0x84f4bcc4e841afdfde7899662f8bbd7d6a71c112,Compromised: Upbit Hack Funds,accounts,Compromised,0 Ether,798
 0x5baeac0a0417a05733884852aa068b706967e790,Cryptopia 1,accounts,Compromised,0 Ether,519426
 0x2984581ece53a4390d1f568673cf693139c97049,Cryptopia 2,accounts,Compromised,0.39078397 Ether,356515
0xce9f93eb7f78fcb7e7d222c81f258535dc218d4b,MultiSig Exploit 1,accounts,Compromised,0 Ether,20
0x9f82984f02f42b31f24d37799c9d63604f9a6f15,MultiSig Exploit 10,accounts,Compromised,0 Ether,9
0xb3740cefcc201d5cf1fa59143976332563314d82,MultiSig Exploit 2,accounts,Compromised,0 Ether,20
0xb4e63046001074b223872137174eec63a7e12cf5,MultiSig Exploit 3,accounts,Compromised,0 Ether,9
0x164c2b90f83b67d897ff00899695430841e38536,MultiSig Exploit 4,accounts,Compromised,0 Ether,10
0x7f379a0d99d224d487ae4751cbf261ae6037153e,MultiSig Exploit 5,accounts,Compromised,0 Ether,31
0xb32db51ba30c80a21a775635c1b6d6a01754fd06,MultiSig Exploit 6,accounts,Compromised,0 Ether,23
0xd74401db32ddd23127e7823887c5ca4d81631793,MultiSig Exploit 7,accounts,Compromised,0 Ether,13
0x327bb6e6fff2c05e542c63b0fcfdd270734738ef,MultiSig Exploit 8,accounts,Compromised,0 Ether,10
0x3b135dbf827508d8ed170548f157bdcd2dc857d3,MultiSig Exploit 9,accounts,Compromised,0 Ether,18
0x027beefcbad782faf69fad12dee97ed894c68549,QuadrigaCX 1,accounts,Compromised,0.08645989 Ether,20126
0xb6aac3b56ff818496b747ea57fcbe42a9aae6218,QuadrigaCX 2,accounts,Compromised,2.43900875 Ether,448044
0x0ee4e2d09aec35bdf08083b649033ac0a41aa75e,QuadrigaCX 3,accounts,Compromised,0.9975829 Ether,5061
 0x27f706edde3ad952ef647dd67e24e38cd0803dd6,Useless Ethereum Token,accounts,Compromised,0 Ether,24067
0xb3aaaae47070264f3595c5032ee94b620a583a39,WEX Exchange,accounts,Compromised,"10,015.99744274 Ether",408386
 0xc8b759860149542a98a3eb57c14aadf59d6d89b9,Cryptopia Hacker 1,accounts,Cryptopia Hack,0 Ether,76092
 0xaa923cd02364bb8a4c3d6f894178d2e12231655c,Cryptopia Hacker 2,accounts,Cryptopia Hack,0 Ether,27
 0x9007a0421145b06a0345d55a8c0f0327f62a2224,Cryptopia Hacker 3,accounts,Cryptopia Hack,0.26842527 Ether,239
 0xd0b0d5a8c0b40b7272115a23a2d5e36ad190f13c,Cryptopia: Hack 4,accounts,Cryptopia Hack,0.25389196 Ether,47
 0x6874c552d3fd1879e3007d44ef54c8f940e84760,Cryptopia: Hack 5,accounts,Cryptopia Hack,0 Ether,516
 0x3b46c790ff408e987928169bd1904b6d71c00305,Cryptopia: Hack 6,accounts,Cryptopia Hack,0.04171105 Ether,17280
0x2b1ebdd51fd2e5f2406f655c7a3e94eab9b338fe,Hack: EtherDelta,accounts,EtherDelta Hack,0.05201384 Ether,8
0xa9bf70a420d364e923c74448d9d817d3f2a77822,Lendf.Me Hacker 1,accounts,Lendf.Me Hack,0 Ether,2759
0x985641983d506259f4a5fbdf5a9c3c807cf12559,Lendf.Me Hacker: Bridge Address,accounts,Lendf.Me Hack,0 Ether,29
0xbceaa0040764009fdcff407e82ad1f06465fd2c4,Bancor Hacker,accounts,Phish / Hack,0 Ether,3
0x03b70dc31abf9cf6c1cf80bfeeb322e8d3dbb4ca,Browser Extension Hack,accounts,Phish / Hack,0 Ether,64
0xf6884686a999f5ae6c1af03db92bab9c6d7dc8de,Coinrail Hacker,accounts,Phish / Hack,"7,446.13401077 Ether",23
0xa7f72bf63edeca25636f0b13ec5135296ca2ebb2,DragonEx Hacker,accounts,Phish / Hack,0.00007803 Ether,1570
0x944a3f5641d6faf7a6abde4ec31e40d0929955ed,FAKE: DaoCasino,accounts,Phish / Hack,0.00026476 Ether,19
0x8f95d25bd5ec1973b8cbcd9572a7287f03420ca7,Fake: Dfinity Token Sale,accounts,Phish / Hack,0 Ether,44
0x29d7d1dd5b6f9c864d9db560d72a247c178ae86b,Fake: Enigma Presale,accounts,Phish / Hack,0.21938044 Ether,234
0x0c9d1b3ca852c67bbeabeeb51e9482a845d56868,FAKE: FundYourselfNow,accounts,Phish / Hack,0 Ether,7
0x4073aa0f9885bbe59895a27158bbe865052678b8,Fake: Hack 137,accounts,Phish / Hack,0 Ether,8
0xd8ddfd63696127b18911546b13856cf98a246ff4,Fake: Hardfork,accounts,Phish / Hack,0 Ether,43
0xfbf6f29c126382cf15795bb209ee506a174cc709,Fake: Hero Token Sale,accounts,Phish / Hack,0 Ether,46
0x57b818a1070373e21fcedf48d4368e1703c75852,Fake: Hero Token Sale 2,accounts,Phish / Hack,0 Ether,2
0x4182d887fb4fba8cd49e9f50908c13c761080ec5,Fake: Hero Token Sale 3,accounts,Phish / Hack,0.0008135 Ether,4
0xc6df8e498facad626a82b7af3c9f5f9301e79fd6,FAKE: Insurex,accounts,Phish / Hack,0 Ether,0
0x905475cbca398e8fee6e35bcb2f530a3474b78ce,FAKE: OmiseGo,accounts,Phish / Hack,0 Ether,31
0xce52d38539e1e557f184f1073a59f69c9ba95f28,FAKE: Santiment Crowdsale,accounts,Phish / Hack,0 Ether,8
0xdb82af76f9ccddfe9e8f7996492f4c5bd5f9d53d,FAKE: Santiment Crowdsale 2,accounts,Phish / Hack,0.00874 Ether,7
0x122c7f492c51c247e293b0f996fa63de61474959,FAKE: Starbase Crowdsale,accounts,Phish / Hack,0.01614 Ether,33
0xe606ab862d5ab58783b0eedee0839a2b47927ce8,Fake: Starbase Token Sale,accounts,Phish / Hack,0 Ether,154
0xc9f32ce1127e44c51cbd182d6364f3d707fd0d47,FAKE: Status.im 1,accounts,Phish / Hack,0.020118 Ether,10
0x9327cb34984c3992ec1ea0eae98ccf80a74f95b9,FAKE: Status.im 2,accounts,Phish / Hack,0.009559 Ether,5
0x3018a3eab048a0a1c15003b383a181f089a039cc,FAKE: Status.im 3,accounts,Phish / Hack,0 Ether,1
0xa8454096f4a18e0252b411f670b3dd9d21465e75,FAKE: Status.im 4,accounts,Phish / Hack,0 Ether,11
0xbc85a12364c9e375801c00aad17b893fc4c8f5b6,FAKE: TenX,accounts,Phish / Hack,13 wei,17
0xaf70168cdac454fa9ff94e5458d450ae7eeb7ae8,FAKE: TenX 2,accounts,Phish / Hack,0 Ether,0
0x199eee5b6ca1aaf030c77f0b5c50e39908fd2072,FAKE: TenX 3,accounts,Phish / Hack,0.009698 Ether,4
0xed44fc770eaa76db9ade24d86ce3b409f4aed009,FAKE: TenX 4,accounts,Phish / Hack,0 Ether,0
0x285cfe87f4ad22228a625dcd1f64b2bc6b27ecff,FAKE: TenX 5,accounts,Phish / Hack,0 Ether,0
0xe112784753273ebede055968ecb78dcad8ff6da2,FAKE: TenX 6,accounts,Phish / Hack,0 Ether,2
0xeab1d82e96541718e645fdef4a5ee9df78605b76,FAKE: TenX 7,accounts,Phish / Hack,0 Ether,0
0x69c46c1e40465ae9a6c90990ae1568005fe62d6e,FAKE: TenX 8,accounts,Phish / Hack,0.00000098 Ether,9
0x379ce20c018fb6301c1872c429ec7270ffa4dc5b,Fake_Phishing,accounts,Phish / Hack,0.00225906 Ether,9
0x93d8d5bb1f1e4822f3c614d9a09e7c5e3fabc13a,Fake_Phishing10,accounts,Phish / Hack,0 Ether,9
0xa6E71Bdc40952eb1C083E5Ae4940d70886296724,Fake_Phishing100,accounts,Phish / Hack,0.14992436 Ether,77
0x3a878eddb991ebcbc7c8052055b2e5ed5d0d1ba4,Fake_Phishing1000,accounts,Phish / Hack,0 Ether,87
0x9eea7fda3c78cd8c096ae229de8217a94cd1bcfe,Fake_Phishing1001,accounts,Phish / Hack,0.011 Ether,123
0xdfa8e0d144b1bd7b9f08cd05a7726cc20121292f,Fake_Phishing1002,accounts,Phish / Hack,0 Ether,8
0x8d4426f94e42f721c7116e81d6688cd935cb3b4f,Fake_Phishing1003,accounts,Phish / Hack,45.94865 Ether,14
0x5e1f89284b8283edcd082901b78c7589f39d5b51,Fake_Phishing1004,accounts,Phish / Hack,0 Ether,5
